Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.988706                0.721645               0.273782                0.501544                0.501037
1                       219.599463                0.162739               0.783694                0.501664                0.499765
2                       218.403275                0.209830               -0.930671                0.501952                0.499972
