Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.935975                0.126169               -0.260434                0.498639                0.498204
1                       219.355743                0.897723               -0.284257                0.498782                0.498646
2                       218.691886                0.070322               0.671496                0.503306                0.499836
