Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       220.269107                1.579673               0.087713                0.499362                0.500991
1                       220.513687                0.114964               0.288334                0.499142                0.497233
2                       216.204638                -0.600422               -0.249243                0.498921                0.502018
