Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       216.374587                2.535902               0.398579                0.499373                0.501380
1                       219.248483                -0.274160               0.710330                0.499120                0.501680
2                       221.357868                -1.167528               -0.982104                0.501434                0.501941
