Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       191.071805                2.180703               1.499614                0.500861                0.499366
1                       218.215539                0.518134               -1.983594                0.500243                0.497954
2                       247.684745                -1.604622               0.610785                0.501540                0.500008
