Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.507124                0.242292               0.437550                0.502422                0.497996
1                       219.547983                1.537938               0.304691                0.499764                0.497314
2                       219.939630                -0.686015               -0.615436                0.500274                0.500917
