Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.411909                1.803639               0.197796                0.500241                0.501367
1                       219.658363                0.544163               0.904803                0.498657                0.500510
2                       219.917265                -1.253588               -0.975794                0.499519                0.501316
