Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.392924                0.740564               -1.201490                0.499851                0.498953
1                       218.418677                0.983891               0.980591                0.500585                0.500948
2                       220.178169                -0.630241               0.347703                0.499192                0.500596
