Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.868634                1.597015               -0.531811                0.500706                0.498835
1                       220.742026                -0.455466               0.397984                0.499455                0.500641
2                       217.379378                -0.047335               0.260631                0.501039                0.498911
