Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.437418                2.237807               -1.057142                0.500344                0.499437
1                       219.349952                -0.367514               1.133148                0.498287                0.498066
2                       220.200279                -0.776078               0.050799                0.499997                0.500444
