Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.406861                -0.089264               0.171366                0.502333                0.500612
1                       219.427427                1.677641               0.365336                0.499577                0.499694
2                       220.161060                -0.494163               -0.409897                0.500371                0.498864
