Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.515682                1.605689               0.324401                0.500644                0.501062
1                       219.702858                0.772885               0.873274                0.499175                0.498839
2                       219.770040                -1.284360               -1.070871                0.499492                0.500148
