Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.073901                0.292476               -0.467986                0.499894                0.500883
1                       219.223551                0.145358               0.770466                0.500118                0.502079
2                       219.700515                0.656380               -0.175675                0.498990                0.500902
