Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       213.766667                1.088644               -0.200688                0.500384                0.498142
1                       219.809511                -0.011591               1.793849                0.498042                0.499959
2                       223.409061                0.017161               -1.466356                0.498162                0.499490
