Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.292981                2.350782               -0.132624                0.500440                0.498644
1                       218.648158                -0.536270               0.978758                0.500074                0.500312
2                       221.045927                -0.720297               -0.719330                0.500214                0.501215
