Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.093122                2.244472               -0.389201                0.499850                0.501057
1                       218.697956                0.097759               0.957895                0.499909                0.500057
2                       220.197167                -1.248016               -0.441890                0.501243                0.500818
