Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.803218                1.844207               -0.463723                0.500675                0.498526
1                       219.677854                0.109312               -0.215203                0.499836                0.499073
2                       218.509101                -0.859304               0.805731                0.501874                0.500342
