Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.953813                1.623062               -0.646559                0.501434                0.500486
1                       219.394912                0.476565               1.719542                0.501037                0.498660
2                       218.632819                -1.005413               -0.946179                0.501061                0.499242
