Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.010920                1.795419               -0.767763                0.499287                0.500428
1                       219.063948                0.261793               1.339771                0.500652                0.501648
2                       219.914347                -0.962998               -0.445204                0.500288                0.498350
