Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       182.768196                2.221936               1.520961                0.500207                0.501845
1                       217.606792                -0.371223               -1.355633                0.499277                0.498317
2                       256.606987                -0.756498               -0.038523                0.499555                0.502549
