Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.270121                -0.028659               0.063254                0.500914                0.501310
1                       219.719838                -0.313736               -1.602294                0.499424                0.497299
2                       218.994748                1.436609               1.665844                0.501785                0.499477
