Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.317606                1.636361               -0.914626                0.498371                0.498129
1                       219.507373                0.127691               1.741378                0.497825                0.497495
2                       218.159184                -0.669837               -0.699947                0.501465                0.499407
