Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.470694                0.771051               0.181410                0.499112                0.500956
1                       218.339617                0.303401               0.127993                0.500702                0.499678
2                       220.189312                0.019762               -0.182599                0.498023                0.501876
