Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       220.314856                0.892792               0.531029                0.502263                0.497906
1                       218.817412                0.219894               0.438631                0.501352                0.500593
2                       217.861313                -0.018471               -0.842856                0.500025                0.498895
