Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.340178                0.250370               1.370240                0.500202                0.500876
1                       219.556821                0.531352               -0.704690                0.501219                0.498226
2                       218.096786                0.312492               -0.538745                0.500737                0.502297
