Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.836386                0.794659               -0.110695                0.499352                0.501778
1                       218.401984                0.416574               0.121686                0.496004                0.496902
2                       219.759539                -0.117018               0.115814                0.499736                0.497869
