Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.379151                1.742123               1.141937                0.499045                0.498369
1                       218.885805                0.286337               -0.229720                0.499894                0.498869
2                       219.721481                -0.934245               -0.785412                0.500107                0.501090
