Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       208.606732                0.628418               0.341314                0.497583                0.500557
1                       219.994758                0.403986               1.065820                0.502801                0.500865
2                       228.392135                0.061810               -1.280329                0.498334                0.501084
