Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       211.565574                0.853945               -1.124151                0.498660                0.498298
1                       220.404992                0.209505               2.434699                0.499534                0.500879
2                       225.013947                0.030765               -1.183743                0.501479                0.499614
