Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       207.495742                0.523806               0.971118                0.499466                0.501629
1                       219.836139                0.715559               -0.093164                0.501214                0.499581
2                       229.661664                -0.145150               -0.751149                0.501264                0.500106
