Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.428965                0.646704               -0.207771                0.500063                0.500856
1                       219.342669                -0.353664               -1.369361                0.498860                0.500765
2                       219.218900                0.801174               1.703937                0.500460                0.501903
