Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.314946                0.685181               -0.558603                0.499557                0.499478
1                       219.204984                0.266704               0.765276                0.504073                0.501142
2                       219.475969                0.142329               -0.079868                0.499133                0.501435
