Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.145859                1.319378               -0.203376                0.501644                0.498251
1                       219.851804                0.426820               -0.060647                0.498255                0.496967
2                       217.994094                -0.651983               0.390828                0.500837                0.502119
