Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.218620                0.154788               -0.790881                0.497704                0.499214
1                       218.897042                0.783731               0.474215                0.501348                0.498505
2                       219.877587                0.155696               0.443470                0.500661                0.500239
