Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.436496                1.682771               1.203402                0.498855                0.497033
1                       218.964815                0.275424               -0.057173                0.501177                0.498768
2                       219.585384                -0.863981               -1.019424                0.499824                0.500924
