Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       214.635470                1.478268               -0.189001                0.499205                0.502729
1                       219.259520                -0.005488               0.697377                0.502229                0.498564
2                       223.098789                -0.378565               -0.381571                0.498788                0.502453
