Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.174586                1.342504               -0.082558                0.500861                0.498190
1                       219.836666                0.464549               0.412110                0.500075                0.501415
2                       217.975400                -0.712839               -0.202747                0.497945                0.501563
