Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.704061                0.966390               0.027049                0.499057                0.497779
1                       220.635342                -0.077186               0.848379                0.501565                0.501301
2                       216.647345                0.205011               -0.748623                0.502693                0.499236
