Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       214.814941                1.385231               -0.564603                0.499217                0.502794
1                       219.101028                0.255670               1.159115                0.502320                0.498371
2                       223.076842                -0.546686               -0.467707                0.499571                0.501876
