Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       210.515802                0.991097               -0.748143                0.499843                0.500288
1                       220.277036                -0.052447               1.941732                0.501579                0.500174
2                       226.197636                0.155565               -1.066784                0.500496                0.498201
