Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.036423                0.044326               -1.667842                0.502582                0.497444
1                       219.116467                0.636199               2.144640                0.500756                0.499834
2                       218.822941                0.413690               -0.349993                0.500751                0.501605
