Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.225313                1.499280               0.142544                0.499043                0.500198
1                       219.836013                0.363232               1.113117                0.500731                0.498247
2                       219.929199                -0.768297               -1.128856                0.499468                0.499379
