Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.665927                0.654214               -1.334022                0.500165                0.498487
1                       219.509479                0.325242               3.075937                0.498330                0.499273
2                       218.795678                0.114759               -1.615110                0.499319                0.501450
