Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       213.942656                1.179512               -0.090999                0.501071                0.499632
1                       219.296305                -0.098752               1.719711                0.498513                0.500521
2                       223.745713                0.013454               -1.501907                0.498344                0.499392
