Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       219.090870                0.352052               0.646294                0.499871                0.500422
1                       219.136510                0.245017               0.591545                0.497812                0.499830
2                       218.765799                0.497145               -1.111034                0.499251                0.499705
