Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       215.281722                2.254468               -0.007307                0.500604                0.502346
1                       219.229937                -0.168699               0.404782                0.498754                0.502246
2                       222.478191                -0.991554               -0.270670                0.500245                0.504806
