Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.537761                0.790175               0.022564                0.500701                0.501121
1                       218.352001                0.351120               -0.010235                0.498403                0.499782
2                       220.109681                -0.047080               0.114476                0.499043                0.501903
