Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.646155                0.270393               -1.113648                0.501571                0.500945
1                       218.573820                0.983823               0.672585                0.502489                0.498764
2                       219.771695                -0.160002               0.567867                0.502163                0.499336
