Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       220.185317                1.052624               0.238854                0.499314                0.502528
1                       219.420263                -0.286397               0.518627                0.500089                0.500389
2                       217.389102                0.327987               -0.630676                0.499846                0.498254
