Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.329616                1.531129               0.573307                0.499847                0.500321
1                       219.379127                0.276985               0.243387                0.499580                0.498402
2                       219.281868                -0.713900               -0.689889                0.499159                0.500338
