Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       220.049915                1.068051               -0.271660                0.501439                0.498277
1                       218.519020                0.457491               1.569302                0.499850                0.499576
2                       218.422723                -0.431328               -1.170838                0.500106                0.500743
