Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.978301                0.777440               -0.212349                0.499848                0.499018
1                       220.566442                0.603006               0.372068                0.499957                0.501851
2                       218.450901                -0.286231               -0.032915                0.500875                0.499876
