Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       212.913966                1.360119               0.175158                0.499931                0.498179
1                       220.073835                0.241077               2.051678                0.501611                0.501661
2                       223.993997                -0.506982               -2.100031                0.500116                0.498024
