Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.251695                0.698761               -0.278866                0.500566                0.499449
1                       219.350544                -0.411850               -1.383826                0.500336                0.499829
2                       219.387079                0.807304               1.789496                0.500617                0.502892
