Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       197.786286                1.866762               2.622336                0.499536                0.499869
1                       218.644762                -0.749982               -0.848996                0.499397                0.502066
2                       240.541598                -0.022566               -1.646535                0.499867                0.499934
