Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.149676                0.998024               -0.056629                0.499857                0.502810
1                       218.771694                -0.164653               0.369313                0.499172                0.501487
2                       220.077029                0.260844               -0.185879                0.499253                0.499950
