Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.548585                0.432864               -0.858475                0.501468                0.497961
1                       219.618047                0.707861               2.418624                0.499957                0.497159
2                       218.816681                -0.046510               -1.433344                0.496993                0.502368
