Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       206.359641                0.656455               0.796146                0.499830                0.501367
1                       218.900969                0.186052               0.302757                0.497260                0.498214
2                       231.735187                0.251708               -0.972098                0.498509                0.499054
