Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       215.420393                2.463672               -0.073774                0.499353                0.499550
1                       219.241502                -0.133246               0.254236                0.498561                0.498330
2                       222.326165                -1.236212               -0.053657                0.498424                0.498534
