Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.732793                -0.154249               0.521675                0.500020                0.498504
1                       219.525359                1.599835               -0.188899                0.499603                0.500104
2                       219.737638                -0.351371               -0.205971                0.499513                0.501013
