Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.779844                1.629126               -0.726221                0.499965                0.500111
1                       219.281224                0.686836               1.348889                0.498489                0.502116
2                       219.927197                -1.221748               -0.495863                0.501853                0.499257
