Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       217.954677                0.173251               -0.541235                0.503178                0.497970
1                       219.783280                0.359593               1.066215                0.500684                0.499992
2                       219.258188                0.561371               -0.398175                0.497876                0.501334
