Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       218.333511                -0.149855               -0.534790                0.501460                0.499489
1                       219.748285                0.650124               1.583628                0.498698                0.500823
2                       218.910537                0.593945               -0.922033                0.499200                0.501368
