Group_Number_idendity         Temp(K)          vx(m/s)           vy(m/s)          position_x(m)       position_y(m) 
0                       161.643414                1.838976               1.618602                0.501738                0.502278
1                       213.185261                -0.479911               -1.215274                0.501371                0.498693
2                       282.157686                -0.264850               -0.276523                0.500611                0.499657
